""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"OTU"	"row2"	"names"	"gs"	"abundance"	"sig"	"pch"
"137"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	3.84875817641578	6.17885025648763	2.57193245789552	2.4024154435002	0.0162871994825814	0.0743406308254467	"k__Bacteria"	"p__Fusobacteria"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__Leptotrichia"	"s__"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	"4306055"	"g__Leptotrichia.s__"	0.000606972553505758	1.12877375797196	19
"138"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	3.54897691506774	6.07319256714482	2.52984558220724	2.40061789140746	0.0163674175851325	0.0743406308254467	"k__Bacteria"	"p__Fusobacteria"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__Leptotrichia"	"s__"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	"4440191"	"g__Leptotrichia.s__"	0.00014006094772236	1.12877375797196	19
"139"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	9.86288191941226	3.49372268740052	1.45581348287713	2.39984223837236	0.0164021391821224	0.0743406308254467	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"1078207"	"g__Streptococcus.s__"	0.000339166086862965	1.12877375797196	19
"140"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	1.22754906103894	4.6885214311581	1.97771543868973	2.37067544674896	0.017755614740829	0.0799002663337307	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__dispar"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	"4320699"	"g__Veillonella.s__dispar"	3.91834497813749e-05	1.09745177303799	19
"141"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__"	20.7606589634389	4.5521378424831	1.92775046813156	2.36137296695624	0.0182074087032816	0.0807793484723056	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__"	"1111582"	"g__Enterococcus.s__"	0.00092966797072357	1.09269965396404	19
"142"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	4.51293614752321	3.46844307604817	1.46831476453358	2.36219314810878	0.0181671742206905	0.0807793484723056	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"989579"	"g__Streptococcus.s__"	0.000156677067878089	1.09269965396404	19
"143"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__"	1.64141048443562	5.06990122716945	2.15330871864146	2.35447020823288	0.0185491305249259	0.0817199456692541	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Haemophilus"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__"	"153997"	"g__Haemophilus.s__"	5.73119647775092e-05	1.08767193077614	19
"144"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	3.06566716542655	3.35658769585439	1.44143394847916	2.32864481885965	0.0198778896460722	0.0869657672015657	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"4309301"	"g__Streptococcus.s__"	0.000120177171229902	1.06065166739503	19
"145"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	3.24489078792047	5.95657598387601	2.56138244060495	2.32553166971394	0.0200435485140777	0.0870857625094409	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"557665"	"g__Prevotella.s__"	0.000128665355963588	1.06005284119215	19
"146"	"k__Bacteria.p__Bacteroidetes.c__[Saprospirae].o__[Saprospirales].f__Chitinophagaceae.g__Sediminibacterium.s__"	22.1672505389152	-6.89335803610908	2.96835294235788	-2.32228382876648	0.0202176577158406	0.0871572982770298	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__Sediminibacterium"	"s__"	"k__Bacteria.p__Bacteroidetes.c__[Saprospirae].o__[Saprospirales].f__Chitinophagaceae.g__Sediminibacterium.s__"	"781203"	"g__Sediminibacterium.s__"	0.00169773495875908	1.05969624058231	19
"147"	"k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__.g__.s__"	15.1981314390777	-6.39903156892142	2.75811151572162	-2.32007717325643	0.020336702931307	0.0871572982770298	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__.g__.s__"	"40351"	"g__.s__"	0.00126603590147312	1.05969624058231	19
"148"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__.s__"	2.77810345113896	5.43704991861907	2.37801639840144	2.28638033037703	0.0222320180308497	0.0946362929691574	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__.s__"	"579924"	"g__.s__"	0.000103652103730148	1.02394227994575	19
"149"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__.s__"	8.29770462957343	-5.60227408593413	2.46354045568785	-2.2740743197456	0.0229615184257639	0.0953437494756084	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Caulobacterales"	"f__Caulobacteraceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__.s__"	"811449"	"g__.s__"	0.00086798811988455	1.02070777306612	19
"150"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	3.11639450327972	5.90178517750609	2.59215736133958	2.27678506927379	0.0227990635568575	0.0953437494756084	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"239506"	"g__Prevotella.s__"	6.96031290939928e-05	1.02070777306612	19
"151"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__"	3.89411105531111	4.70666707817501	2.07034316297298	2.27337533330286	0.0230035713020516	0.0953437494756084	"k__Bacteria"	"p__Fusobacteria"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Fusobacterium"	"s__"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__"	"545299"	"g__Fusobacterium.s__"	0.000156412015526414	1.02070777306612	19
"152"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	0.947465905439221	3.99478429033511	1.75603236021087	2.2748921835674	0.0229123983621771	0.0953437494756084	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"4312886"	"g__Streptococcus.s__"	3.94651744736858e-05	1.02070777306612	19
"153"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__.s__"	6.23676532638969	-5.51740059991414	2.44005662402173	-2.26117727990275	0.023748281429848	0.0977870411817271	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__.s__"	"831179"	"g__.s__"	0.000584155470376161	1.0097186944574	19
"154"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__"	1.95282400097278	5.29923907205986	2.35179695556489	2.25327235819429	0.0242419815127164	0.0985319248581377	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Haemophilus"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__"	"243777"	"g__Haemophilus.s__"	7.74486387448573e-05	1.00642303302168	19
"155"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__"	1.05778623407125	4.49860179205369	1.99618275019967	2.25360217725742	0.0242212062472962	0.0985319248581377	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Actinomycetaceae"	"g__Actinomyces"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__"	"12560"	"g__Actinomyces.s__"	4.06834375442477e-05	1.00642303302168	19
"156"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__"	7.72308997940096	-5.49767250283143	2.44919625264994	-2.24468435180854	0.0247884033097031	0.100107013366108	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__.s__"	"820086"	"g__.s__"	0.000992601756471767	0.999535495352816	19
"157"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__parainfluenzae"	1.42807822339417	4.58186903451978	2.04701812480791	2.23831385711337	0.0252005950954282	0.101123407070827	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Haemophilus"	"s__parainfluenzae"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__parainfluenzae"	"4458758"	"g__Haemophilus.s__parainfluenzae"	5.96859756824082e-05	0.995148306475332	19
"158"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__[Paraprevotellaceae].g__[Prevotella].s__"	1.20252333123409	3.92739218610765	1.75685885877465	2.23546255095692	0.0253869975468737	0.101226635788167	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__[Paraprevotellaceae]"	"g__[Prevotella]"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__[Paraprevotellaceae].g__[Prevotella].s__"	"799211"	"g__[Prevotella].s__"	3.95124483258502e-05	0.994705196451033	19
"159"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__"	190.784788319841	-4.0284801176963	1.81516680053477	-2.2193443139823	0.0264633089888787	0.104854620521972	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Methylobacteriaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__"	"785526"	"g__.s__"	0.0207638649517613	0.979412427163515	19
"160"	"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Prosthecobacter.s__"	39.2273536201271	-6.50534315970695	2.93771944077253	-2.2144194811184	0.0267999360069948	0.105524748027542	"k__Bacteria"	"p__Verrucomicrobia"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Verrucomicrobiaceae"	"g__Prosthecobacter"	"s__"	"k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Prosthecobacter.s__"	"4468331"	"g__Prosthecobacter.s__"	0.0031687089481154	0.976645676182592	19
"161"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa"	1.72045105358931	4.8260331650591	2.18513767971163	2.20857166569751	0.027204447963045	0.105885487813777	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Rothia"	"s__mucilaginosa"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa"	"4294457"	"g__Rothia.s__mucilaginosa"	6.03071148710149e-05	0.975163558252078	19
"162"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiaceae.g__Rhodococcus.s__"	5.72913819993076	-4.75680812527316	2.15411945558521	-2.2082378546555	0.0272276968663997	0.105885487813777	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Nocardiaceae"	"g__Rhodococcus"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiaceae.g__Rhodococcus.s__"	"573976"	"g__Rhodococcus.s__"	0.000658266981135913	0.975163558252078	19
"163"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	1.42239678906471	4.25863034978397	1.9377728207792	2.19769330239214	0.0279709691628387	0.106799271122409	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"54794"	"g__Streptococcus.s__"	4.94454748100764e-05	0.971431711245625	19
"164"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	1.42265767878737	4.23135916347238	1.92536711499098	2.19768953698588	0.0279712376749167	0.106799271122409	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"4325275"	"g__Streptococcus.s__"	6.36981439662682e-05	0.971431711245625	19
"165"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium.s__"	2.51930195250471	5.62704015488711	2.55875728053835	2.19913010025836	0.0278686727931669	0.106799271122409	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium.s__"	"524676"	"g__Oribacterium.s__"	6.99241259202796e-05	0.971431711245625	19
"166"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	342.77117695373	3.25408865895413	1.48728272117748	2.1879422201435	0.028673811381248	0.108822296205941	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"968954"	"g__Streptococcus.s__"	0.0640249359409414	0.963282114498406	19
"167"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__influenzae"	0.973329095313947	4.39431744329497	2.01084609229558	2.18530769715868	0.0288662934115258	0.108896795504558	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Haemophilus"	"s__influenzae"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__influenzae"	"240755"	"g__Haemophilus.s__influenzae"	2.90754096126342e-05	0.962984899997798	19
"168"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__"	5.14104830728473	-5.23905329955608	2.41251921868126	-2.17161101100776	0.0298850157813961	0.112068809180235	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__"	"624227"	"g__.s__"	0.000462481041565507	0.950515242764404	19
"169"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	3.4684897408242	6.04358073760416	2.79347061819524	2.16346672781857	0.0305053001326046	0.113717982742846	"k__Bacteria"	"p__Fusobacteria"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__Leptotrichia"	"s__"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	"714461"	"g__Leptotrichia.s__"	0.000114242065996036	0.944170852916006	19
"170"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__"	5.79763029287854	3.77956582654469	1.76320617364638	2.14357565384903	0.0320669032632253	0.118836170916659	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Neisseriales"	"f__Neisseriaceae"	"g__Neisseria"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__"	"516198"	"g__Neisseria.s__"	0.000220599318834836	0.925051350275956	19
"171"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__"	2.27409173181809	5.49409393464211	2.57144238134633	2.13658061113761	0.032632118004785	0.120223592649208	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__"	"71649"	"g__.s__"	5.35769438888912e-05	0.92001029812407	19
"172"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula"	0.858027606886815	4.23364404858843	1.98570107792688	2.13206514094682	0.0330014918265565	0.120877557271689	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__parvula"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula"	"3801267"	"g__Veillonella.s__parvula"	2.96077351137378e-05	0.917654324927677	19
"173"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__[Paraprevotellaceae].g__[Prevotella].s__"	4.1866513982908	4.80488424256687	2.25827762851492	2.12767650084133	0.0333639145647531	0.121074896930272	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__[Paraprevotellaceae]"	"g__[Prevotella]"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__[Paraprevotellaceae].g__[Prevotella].s__"	"2469654"	"g__[Prevotella].s__"	0.00212649575084271	0.916945891991381	19
"174"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__[Mogibacteriaceae].g__Mogibacterium.s__"	18.2391758466425	4.45918155768031	2.09669830789051	2.1267635600692	0.0334397334378847	0.121074896930272	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__[Mogibacteriaceae]"	"g__Mogibacterium"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__[Mogibacteriaceae].g__Mogibacterium.s__"	"531206"	"g__Mogibacterium.s__"	0.000703768279097942	0.916945891991381	19
"175"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Ramlibacter.s__"	3.81704321217644	-4.81169933585615	2.28402440308705	-2.1066759748069	0.0351456761214715	0.126524434037297	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__Ramlibacter"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Ramlibacter.s__"	"895220"	"g__Ramlibacter.s__"	0.000441173209094586	0.897825596678953	19
"176"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	2.09677702740416	5.39157689502964	2.56766106908005	2.09980084986892	0.0357463634671268	0.127955732865284	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"4346863"	"g__Prevotella.s__"	6.01429955942316e-05	0.892940251426014	19
"177"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	1.21461921451786	4.00354307420192	1.90917729258314	2.09699910519315	0.0359936545530401	0.12811300773116	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"1088134"	"g__Streptococcus.s__"	4.2587236347432e-05	0.892406772682597	19
"178"	"k__Bacteria.p__SR1.c__.o__.f__.g__.s__"	3.13782630874841	5.91225883877302	2.83422249939237	2.08602494689127	0.0369763633579109	0.128342651806077	"k__Bacteria"	"p__SR1"	"c__"	"o__"	"f__"	"g__"	"s__"	"k__Bacteria.p__SR1.c__.o__.f__.g__.s__"	"4400869"	"g__.s__"	0.00200886158816773	0.891628991592681	19
"179"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__"	1.46289005696981	4.58705103528623	2.19559668900769	2.08920475160643	0.036689295896221	0.128342651806077	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Neisseriales"	"f__Neisseriaceae"	"g__Neisseria"	"s__"	"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__"	"934651"	"g__Neisseria.s__"	4.96815186149715e-05	0.891628991592681	19
"180"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__parahaemolyticus"	1.40389984732792	4.86964458874022	2.33565307816419	2.08491776208808	0.0370767660773112	0.128342651806077	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Actinobacillus"	"s__parahaemolyticus"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Actinobacillus.s__parahaemolyticus"	"4377624"	"g__Actinobacillus.s__parahaemolyticus"	0.000979939644786415	0.891628991592681	19
"181"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	1.51240406543818	3.95700026367838	1.89349900911014	2.08978206201333	0.0366373814325764	0.128342651806077	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"149109"	"g__Streptococcus.s__"	5.72686528990225e-05	0.891628991592681	19
"182"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	1.98850690312133	5.32404210875261	2.54963239394321	2.08816067814332	0.0367833430404897	0.128342651806077	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"272150"	"g__Streptococcus.s__"	6.7834783796619e-05	0.891628991592681	19
"183"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	1.59592800060487	4.02044213369665	1.93550513348284	2.07720561632512	0.0377825857343471	0.130071196790375	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"966820"	"g__Streptococcus.s__"	6.15177117603045e-05	0.885818863775965	19
