""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"OTU"	"row2"	"names"	"gs"	"abundance"	"sig"	"pch"
"1"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__[Paraprevotellaceae].g__[Prevotella].s__tannerae"	41.3271362915122	24.4153120757596	2.91475059239374	8.37646697438647	5.45401898557197e-17	3.43603196091034e-14	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__[Paraprevotellaceae]"	"g__[Prevotella]"	"s__tannerae"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__[Paraprevotellaceae].g__[Prevotella].s__tannerae"	"2714267"	"g__[Prevotella].s__tannerae"	0.00127877480899636	13.4639428051486	19
"2"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__"	37.4643500193424	-24.1409961342836	2.96868992410044	-8.13186851826526	4.22723190051672e-16	1.33157804866277e-13	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Methylobacteriaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__"	"615514"	"g__.s__"	0.00408821389481638	12.87563337289	19
"3"	"k__Bacteria.p__OD1.c__SM2F11.o__.f__.g__.s__"	26.525101721653	-23.6725565481615	2.96884133838551	-7.97366846186363	1.54032407236839e-15	3.23468055197361e-13	"k__Bacteria"	"p__OD1"	"c__SM2F11"	"o__"	"f__"	"g__"	"s__"	"k__Bacteria.p__OD1.c__SM2F11.o__.f__.g__.s__"	"205209"	"g__.s__"	0.00190343894010513	12.4901686025889	19
"4"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.g__.s__"	6.86909149900579	-21.8450129911436	2.97032136741193	-7.35442744708039	1.91747219336103e-13	3.02001870454363e-11	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.g__.s__"	"818603"	"g__.s__"	0.00378104160884499	10.5199903672233	19
"5"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	94.9129654065696	9.42235477713048	1.5263235975147	6.1732353430641	6.69065043081883e-10	8.43021954283172e-08	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__melaninogenica"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	"535359"	"g__Prevotella.s__melaninogenica"	0.00253049017262173	7.07416111517374	19
"6"	"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium.s__"	94.0965240462939	10.6182218882876	1.73090586705721	6.13448835686258	8.54337004396765e-10	8.97053854616603e-08	"k__Bacteria"	"p__Actinobacteria"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Atopobium"	"s__"	"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium.s__"	"4451251"	"g__Atopobium.s__"	0.00299143026930399	7.04718148330961	19
"7"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	576.941532373462	9.51716959649412	1.55814280835452	6.10802138639958	1.00873839409671e-09	9.0786455468704e-08	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"851822"	"g__Prevotella.s__"	0.0144926626628338	7.04197893951828	19
"8"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium.s__"	35.2030013633916	8.92655521995659	1.48609391516765	6.00672348419484	1.89309971462209e-09	1.49081602526489e-07	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium.s__"	"749837"	"g__Oribacterium.s__"	0.00275478345124124	6.82657594752089	19
"9"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__"	88.4291846216065	10.5284722563439	1.78517337692448	5.89773093887524	3.68534268862435e-09	2.57973988203705e-07	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__"	"561537"	"g__Veillonella.s__"	0.00235622308118166	6.58842408221161	19
"10"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	127.692858028756	7.52180420737143	1.35430237804521	5.554006497595	2.79195096155381e-08	1.7589291057789e-06	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"530206"	"g__Prevotella.s__"	0.00422079875012158	5.75475166457295	19
"11"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	99.487258372027	10.6964369472578	1.99463746453644	5.36259703200936	8.20338756867306e-08	4.69830378933093e-06	"k__Bacteria"	"p__Fusobacteria"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__Leptotrichia"	"s__"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	"1927234"	"g__Leptotrichia.s__"	0.00348926489143027	5.32805890544589	19
"12"	"k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__"	64.510522026025	8.13227194319273	1.54495625918619	5.26375545899043	1.41142158950192e-07	7.4099633448851e-06	"k__Bacteria"	"p__Proteobacteria"	"c__Epsilonproteobacteria"	"o__Campylobacterales"	"f__Campylobacteraceae"	"g__Campylobacter"	"s__"	"k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__"	"300432"	"g__Campylobacter.s__"	0.00223178379285369	5.13018394035448	19
"13"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	56.8912293714695	9.89406584359772	1.92527110701121	5.13905070697148	2.76129884777538e-07	1.33816790315268e-05	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"1033687"	"g__Prevotella.s__"	0.00124463261146856	4.87348939117371	19
"14"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	93.3966876612409	6.9589333924883	1.39574708585811	4.98581258954228	6.1701932147224e-07	2.60477613796797e-05	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__melaninogenica"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	"1066621"	"g__Prevotella.s__melaninogenica"	0.00268103454804595	4.5842295952907	19
"15"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	588.712725559636	7.1806152772968	1.44411484759041	4.97232979030584	6.61530447737897e-07	2.60477613796797e-05	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__melaninogenica"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	"4307391"	"g__Prevotella.s__melaninogenica"	0.0201868813924523	4.5842295952907	19
"16"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula"	15.5390856834737	7.46910762561998	1.50020021641156	4.97874053337086	6.3999371453649e-07	2.60477613796797e-05	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__parvula"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula"	"518743"	"g__Veillonella.s__parvula"	0.000454128740412163	4.5842295952907	19
"17"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	36.9757364277239	8.98735789738218	1.84120324947485	4.88124160108102	1.05419991607811e-06	3.90674086546594e-05	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"516611"	"g__Streptococcus.s__"	0.000967863344087761	4.40818539461871	19
"18"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__Methylobacterium.s__"	111.746827056757	-9.00482270355982	1.8761218981974	-4.79970022854685	1.58903298217999e-06	5.56161543762998e-05	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Methylobacteriaceae"	"g__Methylobacterium"	"s__"	"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__Methylobacterium.s__"	"1007180"	"g__Methylobacterium.s__"	0.0130486600402785	4.25479904407474	19
"19"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	34.4336092468564	9.17454972429558	1.96869273957492	4.66022428988921	3.15865001996926e-06	9.94974756290318e-05	"k__Bacteria"	"p__Fusobacteria"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__Leptotrichia"	"s__"	"k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__"	"1042850"	"g__Leptotrichia.s__"	0.00434656736854467	4.00218793768934	19
"20"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	209.37295663584	5.55709268168374	1.18988026405362	4.67029570080618	3.00766473847132e-06	9.94974756290318e-05	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__dispar"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	"342427"	"g__Veillonella.s__dispar"	0.00641535120247868	4.00218793768934	19
"21"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__nanceiensis"	27.5070483582013	8.85300658327314	1.98566884485227	4.4584506657412	8.25541918824033e-06	0.00024766257564721	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__nanceiensis"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__nanceiensis"	"898309"	"g__Prevotella.s__nanceiensis"	0.000930845651553793	3.60613961480236	19
"22"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__"	12.0711267532764	7.68947480793304	1.7441869658818	4.40862989940159	1.04026619115384e-05	0.000297894409284964	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Dialister"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__"	"403701"	"g__Dialister.s__"	0.00140092748816329	3.5259376473035	19
"23"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__.s__"	14.7103042693784	7.3862549375387	1.69892148001062	4.34761407424935	1.37626493862256e-05	0.000376976917970527	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__.s__"	"949789"	"g__.s__"	0.000490004043209999	3.42368524052343	19
"24"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__parainfluenzae"	492.334938680402	6.62377160775013	1.55136527431716	4.26964024360132	1.95788510251279e-05	0.000513944839409608	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Haemophilus"	"s__parainfluenzae"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__parainfluenzae"	"865469"	"g__Haemophilus.s__parainfluenzae"	0.0157627631713208	3.28908349039295	19
"25"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__"	24.529042895137	8.688261835253	2.07399159921081	4.18914996500421	2.80001322163269e-05	0.000705603331851437	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Porphyromonadaceae"	"g__Porphyromonas"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__"	"2613485"	"g__Porphyromonas.s__"	0.000816910888381779	3.15143937713747	19
"26"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__"	14.4507414718956	7.93812548907169	1.93456533802176	4.10331216685037	4.07277126650565e-05	0.000986863806884061	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Actinomycetaceae"	"g__Actinomyces"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__"	"960871"	"g__Actinomyces.s__"	0.000573514154863588	3.00574277843464	19
"27"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Gemellales.f__Gemellaceae.g__.s__"	9.08450622243361	7.31066167522681	1.79756322969851	4.06698443450747	4.76254228285507e-05	0.00111125986599952	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Gemellales"	"f__Gemellaceae"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Gemellales.f__Gemellaceae.g__.s__"	"925707"	"g__.s__"	0.000261013794587666	2.95418437024659	19
"28"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__"	1647.35613249701	4.75394553722663	1.17253094926043	4.05443075103915	5.02565351232675e-05	0.00113077204027352	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__"	"585419"	"g__Veillonella.s__"	0.0540636212296191	2.94662493851383	19
"29"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__anginosus"	18.0462658907179	8.25052952277276	2.05111593207438	4.02245889359782	5.75937080863225e-05	0.00121580694288774	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__anginosus"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__anginosus"	"217734"	"g__Streptococcus.s__anginosus"	0.00054026291363505	2.91513538089793	19
"30"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Moryella.s__"	82.2616430816766	8.05833017056743	2.00394766447279	4.02122785611143	5.78955687089399e-05	0.00121580694288774	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__Moryella"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Moryella.s__"	"714766"	"g__Moryella.s__"	0.00200026893014311	2.91513538089793	19
"31"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	25.4954570629298	8.74175700017429	2.19513426695935	3.98233362384851	6.82418946032564e-05	0.00136313651754043	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"146094"	"g__Prevotella.s__"	0.000986359886155961	2.86546064758021	19
"32"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__"	6.59592609583837	6.58671318884482	1.65541605832386	3.97888685187336	6.9238680256022e-05	0.00136313651754043	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Actinomycetaceae"	"g__Actinomyces"	"s__"	"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__"	"526682"	"g__Actinomyces.s__"	0.000184809898342138	2.86546064758021	19
"33"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.s__"	31.7721161929922	-7.86615066226697	1.9894311804695	-3.95396972737231	7.68651390049946e-05	0.00142709761325331	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Pseudomonadaceae"	"g__Pseudomonas"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.s__"	"646549"	"g__Pseudomonas.s__"	0.00225592239240564	2.84554632019481	19
"34"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Catonella.s__"	15.4445195518351	8.02937870086255	2.03095723738548	3.95349471326094	7.70179664295435e-05	0.00142709761325331	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Lachnospiraceae"	"g__Catonella"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Catonella.s__"	"122517"	"g__Catonella.s__"	0.000442628198699838	2.84554632019481	19
"35"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__endodontalis"	132.728340974428	7.39783655529603	1.88770274208197	3.91896265782655	8.89308899923401e-05	0.00160075601986212	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Porphyromonadaceae"	"g__Porphyromonas"	"s__endodontalis"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__endodontalis"	"1938"	"g__Porphyromonas.s__endodontalis"	0.00330613931024408	2.79567485627688	19
"36"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	25.9473070019729	5.71499621266629	1.47185215360333	3.88286024426778	0.000103234908317504	0.0017577835740548	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__melaninogenica"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__melaninogenica"	"4308270"	"g__Prevotella.s__melaninogenica"	0.00084106436768933	2.75503459819279	19
"37"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	22.2053873752116	8.54404690646717	2.1968894085928	3.88915658341673	0.000100593202373115	0.0017577835740548	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__"	"70671"	"g__Prevotella.s__"	0.00056165360588889	2.75503459819279	19
"38"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__"	24.482139566115	8.68256735760116	2.24323270954802	3.87056025023394	0.000108585515065493	0.0018002335392437	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__"	"4432435"	"g__.s__"	0.000612907440111386	2.74467115143792	19
"39"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	12.9287584734712	5.01763573090501	1.31181570585643	3.82495476194135	0.000130796101438535	0.00211286010016096	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__dispar"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	"757622"	"g__Veillonella.s__dispar"	0.000381376499820768	2.67512925814862	19
"40"	"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium.s__"	14.024246391719	7.89118681202594	2.07573128936893	3.8016417888199	0.00014374044202278	0.00226391196185878	"k__Bacteria"	"p__Actinobacteria"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Atopobium"	"s__"	"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium.s__"	"524725"	"g__Atopobium.s__"	0.000389433209878338	2.64514046583286	19
"41"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__"	16.3535854532665	6.59095307188465	1.74507269000437	3.77689314011794	0.000158796820825042	0.00244004871023845	"k__Bacteria"	"p__Bacteroidetes"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Porphyromonadaceae"	"g__Porphyromonas"	"s__"	"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__"	"530164"	"g__Porphyromonas.s__"	0.000754426193805533	2.61260150383479	19
"42"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	4.4092644986917	5.74213309102821	1.5518830208483	3.70010691133757	0.00021550865726322	0.0032326298589483	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__dispar"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar"	"4388775"	"g__Veillonella.s__dispar"	0.000151481492464382	2.49044401992262	19
"43"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	30.1117031106674	4.85692125865984	1.33360758388369	3.64194184057927	0.000270589213743942	0.00396444661996939	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__"	"1082539"	"g__Streptococcus.s__"	0.00106418585797088	2.40181742541226	19
"44"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__[Mogibacteriaceae].g__.s__"	15.7441407694216	8.05316226539847	2.21631467009061	3.63358252962754	0.000279512985396971	0.00400211774545663	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__[Mogibacteriaceae]"	"g__"	"s__"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__[Mogibacteriaceae].g__.s__"	"14159"	"g__.s__"	0.000552570750895389	2.39771013822608	19
"45"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__"	6.12943025974143	6.48827158223119	1.82503696260793	3.5551453012544	0.000377770263237911	0.00528878368533076	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Aggregatibacter"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter.s__"	"897109"	"g__Aggregatibacter.s__"	0.000230945120297868	2.27664419554263	19
"46"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__.s__"	7.44874799102725	6.13578980633962	1.74147860751917	3.52332195172951	0.000426173329917589	0.00565538764775491	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__"	"s__"	"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__.s__"	"1086274"	"g__.s__"	0.000246491246019404	2.24753762106375	19
"47"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula"	6.24013435011816	6.50985452430306	1.84905875697046	3.52063151036311	0.000430520445652667	0.00565538764775491	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Clostridiales"	"f__Veillonellaceae"	"g__Veillonella"	"s__parvula"	"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula"	"114821"	"g__Veillonella.s__parvula"	0.000163960319423782	2.24753762106375	19
