Kegg	SmNV.0016.BronchSup	SmNV.0016.BAL.L.untouched	COPD.0021.BronchSup	COPD.0021.BAL.R.untouched	SmNV.0023.BronchSup	SmNV.0023.BAL.R.Untouched	SmNV.0027.Oral	SmNV.0027.BAL.L.untouched	COPD.0030.BronchSup	COPD.0030.BAL.L.untouched	SmNV.0032.Oral	SmNV.0032.BAL.R.untouched	COPD.0035.BAL.L.untouched	COPD.0035.BronchSup	COPD.0036.Oral	COPD.0036.BAL.L.Untouched	SmNV.0038.Oral	SmNV.0038.Bronch	SmNV.0038.BAL.L.untouched	SmNV.0039.Oral	SmNV.0039.BAL.L.untouched	SmNV.0005.BronchSup	SmNV.0005.BAL.L.untouched	COPD.0003.Oral	COPD.0003.BAL.L.untouched	SmNV.0008.BronchSup	SmNV.0008.BAL.L.untouched	COPD.0007.BronchSup	COPD.0007.BAL.L.untouched	SmNV.0009.Oral	SmNV.0009.BAL.L.untouched	SmNV.0004.BronchSup	SmNV.0004.BAL.L.untouched	COPD.0026.BronchSup	COPD.0026.BAL.R.untouched	COPD.0002.Bronch	COPD.0002.BronchSup	COPD.0002.BALF.L.untouched	COPD.0041.BronchSup	COPD.0041.BAL.L.untouched
K03495|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	2.829	0	6.791	0	2.263	4.526	0	0	0	2.264	1.132	0	0	0	0	13.58	0	0	0	0	0	0	0	5.658	0	0	0	0	0	0	0	0	35.412	0	3.927	0
K03495|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0.565	0	0	0	1.13	0	0	0	5.646	0	6.202	0	0	11.864	0	1.129	0	0	0	0	0	2.26	0	2.26	0	0	0	0	0	0	0	0	2.247	0
K03495|g__Streptococcus.s__Streptococcus_infantis	0	0	1.132	0	0.566	0	1.132	0	4.523	0.566	3.962	0	1.132	1.697	0	0	16.945	0	0	1.686	0	0	0	1.132	0	0	0	14.65	0	3.961	0	0	0	8.441	0	0	6.223	0.566	0	0
K03495|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	3.968	0	16.432	0	60.629	0	56.62	0	66.29	23.707	52.619	0	15.829	56.361	27.167	0	1165.466	0	0	163.617	0	38.536	0	7.934	0	0	0	268.303	0	37.959	0	7.85	0	147.935	0	0	158.435	18.111	6.777	0
K03495|g__Streptococcus.s__Streptococcus_parasanguinis	1.136	0	2.244	0	6.81	0	17.598	0	27.768	7.326	81.049	0	1.136	9.65	16.959	0	182.074	0	0	112.348	0	6.807	0	23.815	0	20.407	0	120.915	0	8.517	0	5.662	0	12.994	0	0	77.387	0	11.885	0
K03495|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	1.662	0	0	0	0	0	0.546	0	2.777	0	15.238	0	0	8.765	0	0	0	0	0	0	0	3.914	0	3.959	0	0	0	0	0	0	0.552	0	0	0
K03495|g__Veillonella.s__Veillonella_atypica	3.483	0	27.871	0	263.675	0	41.764	0	329.479	26.581	90.485	0	16.259	32.367	22.053	0	85.871	0	0	228.573	0	30.163	0	0	0	45.172	0	657.177	0	32.464	0	41.075	0	69.497	0	0	694.543	11.029	131.215	0
K03495|g__Veillonella.s__Veillonella_dispar	1.161	0	6.967	0	184.568	0	38.266	0	87.07	12.179	77.79	0	2.308	35.3	16.233	0	111.994	0	0	142.753	0	24.919	0	3.484	0	8.708	0	448.695	0	53.42	0	12.684	0	46.98	0	0	319.714	3.484	12.641	0
K03495|g__Veillonella.s__Veillonella_parvula	4.065	0	0	0	48.677	0	27.815	0	13.889	0.58	23.197	0	0	10.42	7.549	0	28.442	0	0	42.911	0	0.581	0	5.807	0	2.296	0	73.537	0	11.577	0	4.041	0	19.672	0	0	110.98	1.742	6.937	0
K03495|unclassified	0	0	0	0	215.467	0	15.685	0	109.575	6.418	25.48	0	0	32.982	0	0	73.299	0	0	71.896	0	35.489	0	12.651	0	15.072	0	115.651	0	51.434	0	54.156	0	242.146	0	0	303.488	6.593	144.259	0
K03496	19.782	0	57.163	0	2511.73	0	404.73	0	1368.268	85.916	622.994	0	59.316	175.908	312.67	0	766.712	0	0	1763.291	0	274.297	0	342.068	0	273.067	0	1784.212	0	512.936	0	137.012	0	389.448	0	0	3909.808	111.215	597.461	0
K03496|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	2.987	0	0	0	12.289	0	1.536	0	0	0	0	0	0	0	0	19.962	0	9.217	0	0	0	12.277	0	15.309	0	1.536	0	0	0	0	0	0	68.819	0	0	0
K03496|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	56.862	0	0	0	17.169	3.16	1.58	0	0	0	6.319	0	4.644	0	0	6.319	0	0	0	0	0	1.458	0	7.889	0	4.739	0	0	0	6.137	0	0	45.256	0	0	0
K03496|g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.762	0	0	0
K03496|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	4.782	0	9.073	0	0	0	0	0	0	0	0	4.687	65.447	0	1.595	0	0	140.067	0	0	0	0	0	0	0	0	0	25.501	0	0	0	6.299	0	0	11.077	1.692	0	0
K03496|g__Prevotella.s__Prevotella_histicola	6.28	0	4.854	0	67.907	0	3.231	0	377.776	17.638	66.078	0	0	8.025	6.465	0	0	0	0	86.864	0	40.171	0	0	0	90.085	0	198.105	0	8.088	0	9.655	0	3.236	0	0	618.503	9.706	6.419	0
K03496|g__Prevotella.s__Prevotella_melaninogenica	11.892	0	23.957	0	1639.291	0	142.354	0	334.637	26.606	47.882	0	42.063	51.829	23.245	0	104.517	0	0	71.086	0	16.114	0	0	0	0	0	351.162	0	106.566	0	9.709	0	178.653	0	0	1687.736	32.046	0	0
K03496|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	13.094	0	72.285	0	0	0	45.804	0	0	6.755	14.473	0	147.231	0	0	97.747	0	12.791	0	93.819	0	0	0	5.513	0	32.779	0	0	0	0	0	0	4.213	3.906	0	0
K03496|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	24.008	0	109.227	0	12.695	1.443	282.308	0	2.71	39.913	127.666	0	170.417	0	0	774.661	0	0	0	88.243	0	47.571	0	353.695	0	158.133	0	0	0	4.3	0	0	131.512	20.09	12.839	0
K03496|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	30.482	0	3.106	0	0	0	0	0	0	0	9.298	0	0	0	0	15.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.286	0	0	0
K03496|g__Streptococcus.s__Streptococcus_infantis	0	0	2.99	0	0	0	0	0	0	0	19.428	0	0	2.99	2.99	0	32.786	0	0	1.495	0	0	0	0	0	0	0	8.962	0	0	0	0	0	0	0	0	5.925	1.316	0	0
K03496|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	1.495	0	0	0	0	0	1.495	0	0	0	0	2.987	4.484	0	0	0	0	7.474	0	0	0	0	0	0	0	8.966	0	0	0	0	0	0	0	0	8.966	1.495	0	0
K03496|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.495	0	1.493	0	0	0	0	0	0	0	0	0	0	1.495	0	0	0	0	0	0	0	0	2.99	1.495	0	0
K03496|g__Veillonella.s__Veillonella_dispar	0	0	6.444	0	205.554	0	32.206	0	98.203	3.218	68.926	0	0	32.102	12.88	0	132.009	0	0	80.482	0	19.318	0	1.61	0	3.137	0	411.803	0	65.652	0	14.199	0	70.807	0	0	254.948	3.218	14.096	0
K03496|g__Veillonella.s__Veillonella_parvula	1.61	0	0	0	30.137	0	4.831	0	0	0	0	0	0	4.702	3.221	0	24.001	0	0	35.215	0	3.221	0	9.662	0	1.61	0	25.747	0	4.828	0	0	0	19.132	0	0	68.158	12.882	9.654	0
K03496|unclassified	0	0	12.642	0	432.335	0	37.49	0	514.006	33.852	89.453	0	14.542	21.918	34.689	0	148.019	0	0	426.392	0	173.465	0	148.734	0	116.93	0	395.566	0	105.113	0	103.449	0	100.884	0	0	978.656	23.369	554.452	0
K03497	25.35	0	55.048	0	1639.853	0	342.016	0	629.54	67.699	525.574	0	51.461	198.521	292.907	0	1214.106	0	0	1535.05	0	105.097	0	350.007	0	104.255	0	1800.234	0	392.244	0	108.099	0	399.794	0	0	2325.318	82.683	199.256	0
K03497|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	0	0	1.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.811	0	2.676	0	4.219	0	0	0	0	0	0	42.974	0	0	0
K03497|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	39.011	0	0	0	15.011	0	2.578	0	0	0	0	0	5.587	0	0	0	0	0	0	0	0	1.305	0	19.667	0	12.633	0	0	0	0	0	0	30.371	0	0	0
K03497|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	5.4	0	2.776	0	0	0	0	0	0	0	0	8.281	31.872	0	5.552	0	0	38.87	0	0	0	0	0	0	0	0	0	9.72	0	0	0	4.165	0	0	1.387	0	0	0
K03497|g__Prevotella.s__Prevotella_melaninogenica	13.221	0	13.224	0	965.74	0	55.209	0	147.701	5.288	14.549	0	20.894	18.137	10.579	0	71.336	0	0	71.164	0	3.884	0	0	0	0	0	147.68	0	48.56	0	5.291	0	154.21	0	0	740.943	14.543	0	0
K03497|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	2.268	0	27.116	0	0	0	35.437	0	0	3.023	8.312	0	86.044	0	0	71.795	0	9.067	0	52.074	0	0	0	4.535	0	15.116	0	0	0	0	0	0	4.472	1.512	0	0
K03497|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	13.847	0	47.853	0	2.611	0	111.078	0	2.611	16.403	84.338	0	119.841	0	0	375.181	0	0	0	28.642	0	0	0	150.282	0	55.535	0	0	0	0.87	0	0	53.633	12.183	5.968	0
K03497|g__Stomatobaculum.s__Stomatobaculum_longum	0	0	0	0	16.296	0	0	0	22.216	2.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.445	0	5.924	0	0	0	8.8	0	0	13.127	0	0	0
K03497|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.17	0	53.892	0	0	0	0	0	0	0	0	0	0	6.533	0	1.634	0	0	0	0	0	0	1.634	0	0	0
K03497|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	6.494	0	0	0	1.626	0	0	0	19.512	0	8.127	0	0	8.13	0	1.626	0	0	0	0	0	4.722	0	0	0	0	0	0	0	0	0	0	1.623	0
K03497|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	2.837	0	20.92	0	19.108	0	4.255	0	4.923	0	0	16.171	19.034	0	224.045	0	0	89.998	0	8.205	0	49.623	0	0	0	17.831	0	23.793	0	0	0	11.102	0	0	52.125	6.302	7.09	0
K03497|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03497|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	17.807	0	42.316	0	32.064	0	59.283	48.455	189.29	0	9.604	55.213	36.358	0	218.737	0	0	216.042	0	1.927	0	123.945	0	59.433	0	347.17	0	63.227	0	12.023	0	86.71	0	0	257.197	6.246	22.31	0
K03497|g__Streptococcus.s__Streptococcus_salivarius	1.618	0	0	0	25.806	0	35.136	0	3.231	0	35.391	0	6.472	20.78	33.429	0	93.697	0	0	293.097	0	0	0	82.124	0	0	0	109.441	0	9.665	0	12.551	0	0	0	0	33.608	11.324	15.833	0
K03497|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	35.258	0	0	0	0	0	0	0	6.32	0	76.623	0	0	9.796	0	0	0	4.902	0	0	0	0	0	16.335	0	0	0	0	0	0	0	3.268	0	0
K03497|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	3.284	0	0	0	0	0	0	0	0	1.642	3.284	0	18.015	0	0	11.494	0	0	0	0	0	0	0	6.565	0	0	0	0	0	0	0	0	40.87	1.642	0	0
K03497|g__Veillonella.s__Veillonella_dispar	2.564	0	7.691	0	233.981	0	44.855	0	83.17	2.562	80.492	0	8.974	21.783	20.481	0	86.824	0	0	105.014	0	12.819	0	0	0	10.086	0	510.81	0	48.602	0	7.682	0	51.235	0	0	251.437	0	7.691	0
K03497|g__Veillonella.s__Veillonella_parvula	0	0	0	0	7.583	0	12.654	0	0	0	3.846	0	0	0	0	0	3.708	0	0	16.663	0	0	0	3.846	0	0	0	29.234	0	8.973	0	0	0	2.562	0	0	48.227	3.846	1.28	0
K03497|unclassified	7.947	0	8.089	0	266.027	0	24.863	0	292.062	8.431	46.365	0	2.906	37.087	11.219	0	137.175	0	0	227.805	0	67.57	0	4.851	0	30.62	0	388.644	0	68.308	0	70.551	0	80.139	0	0	753.313	21.817	137.46	0
K03498	16.904	0	57.755	0	1173.943	0	317.512	0	439.054	63.58	426.663	0	68.405	275.441	191.448	0	2994.654	0	0	710.478	0	105.262	0	209.295	0	80.506	0	1291.039	0	237.718	0	69.711	0	576.855	0	0	1705.472	107.977	137.152	0
K03498|g__Haemophilus.s__Haemophilus_parainfluenzae	3.143	0	0	0	12.485	0	4.716	0	49.52	0.786	68.364	0	2.357	89.1	4.716	0	111.582	0	0	22.01	0	0	0	0	0	0	0	59.58	0	46.377	0	0	0	23.458	0	0	39.165	0	0	0
K03498|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	3.043	0	2.232	0	0	0	0	0	0	0	0	0	37.17	0	2.925	0	0	33.471	0	1.522	0	0	0	0	0	0	0	9.891	0	0	0	1.512	0	0	1.512	2.239	0	0
K03498|g__Prevotella.s__Prevotella_melaninogenica	13.76	0	11.401	0	834.532	0	65.706	0	25.228	0.765	10.701	0	0	29.605	3.782	0	78.566	0	0	44.184	0	8.409	0	0	0	0	0	131.266	0	22.112	0	3.054	0	102.624	0	0	536.061	2.232	0	0
K03498|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	3.876	0	0	0	0	0	0	0.758	5.425	0	16.269	0	0	3.054	0	0	0	0	0	0	0	1.55	0	1.55	0	0	0	0	0	0	1.523	0	0	0
K03498|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	3.094	0	0	0	7.706	0	0	2.32	4.64	0	19.272	0	0	24.726	0	1.547	0	0	0	0	0	4.64	0	0	0	0	0	0	0	0	0	0	1.547	0
K03498|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	35.173	0	97.476	0	64.492	0	98.33	31.032	65.97	0	25.294	76.225	50.34	0	2029.173	0	0	209.152	0	58.303	0	21.968	0	0	0	155.594	0	41.183	0	12.633	0	335.507	0	0	250.72	67.701	39.736	0
K03498|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.81	0	0	3.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03498|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	6.488	0	48.854	0	78.325	0	134.668	26.829	249.912	0	25.72	58.235	59.058	0	490.192	0	0	297.384	0	7.82	0	158.372	0	73.581	0	640.765	0	70.741	0	23.509	0	69.939	0	0	330.596	9.515	28.319	0
K03498|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	25.547	0	0	0	0.775	0	0	0	7.777	0	71.037	0	0	11.627	0	0	0	6.22	0	0	0	3.051	0	10.084	0	0	0	0	0	0	1.55	0	0	0
K03498|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	4.764	0	0	0	0	0	0	0	0	2.363	11.117	0	44.046	0	0	18.254	0	0	0	0	0	0	0	13.285	0	0	0	0	0	0	0	0	86.395	3.154	0	0
K03498|g__Veillonella.s__Veillonella_parvula	0	0	1.65	0	41.921	0	50.021	0	0	0	0.756	0	0.747	5.37	7.424	0	13.243	0	0	16.703	0	0	0	6.289	0	1.495	0	26.599	0	7.193	0	6.531	0	1.494	0	0	122.995	6.521	20.912	0
K03498|unclassified	0	0	0	0	131.68	0	21.736	0	131.308	4.169	22.478	0	14.287	11.464	0	0	107.539	0	0	26.813	0	27.662	0	16.446	0	5.43	0	254.707	0	28.587	0	23.984	0	42.32	0	0	334.955	16.615	46.638	0
K03499	13.798	0	57.975	0	1386.793	0	472.731	0	522.97	75.523	791.355	0	83.183	373.714	406.98	0	3832.381	0	0	1967.1	0	61.153	0	308.609	0	195.446	0	1692.165	0	500.663	0	72.154	0	781.654	0	0	2094.031	123.352	155.441	0
K03499|g__Haemophilus.s__Haemophilus_parainfluenzae	1.63	0	3.259	0	13.038	0	1.63	0	52.907	3.258	99.285	0	9.779	79.43	13.854	0	126.064	0	0	32.488	0	0	0	0	0	0	0	40.695	0	54.379	0	0	0	10.526	0	0	52.831	0.814	0	0
K03499|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	5.037	0	2.462	0	0	0	0	0	0	0	0	0	42.748	0	0	0	0	55.302	0	0	0	0	0	0	0	0	0	14.271	0	0	0	0	0	0	1.679	0	0	0
K03499|g__Prevotella.s__Prevotella_melaninogenica	1.679	0	14.252	0	762.7	0	78.781	0	14.272	0	7.556	0	3.359	21.675	17.597	0	106.381	0	0	34.273	0	4.198	0	0	0	0	0	123.277	0	27.629	0	0.839	0	110.831	0	0	625.185	3.359	0	0
K03499|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	11.324	0	0	0	24.251	0	0	6.17	3.234	0	69.343	0	0	41.701	0	6.457	0	28.615	0	0	0	1.616	0	8.088	0	0	0	0	0	0	3.228	1.618	0	0
K03499|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	50.809	0	90.153	0	5.848	0	328.088	0	11.731	34.11	118.719	0	235.574	0	0	695.169	0	0	0	58.557	0	76.014	0	395.166	0	162.189	0	3.836	0	3.899	0	0	155.652	25.8	1.65	0
K03499|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	1.181	0	0	0	0	0	0	3.444	1.181	0	31.296	0	0	7.091	0	0	0	0	0	0	0	5.907	0	3.546	0	0	0	0	0	0	0	0	0	0
K03499|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	1.449	0	0	0	2.898	0	0	2.171	0	0	10.065	0	0	10.868	0	0	0	0	0	0	0	3.622	0	1.448	0	0	0	0	0	0	0	0	0	0
K03499|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	1.938	3.876	0	0	0	7.752	0	0	0	0	34.872	0	0	0	0	0	0	0	69.532	0	15.299	0	0	0	7.578	0	0	24.603	0	0	0
K03499|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	10.489	0	24.094	0	61.99	0	78.61	0	103.583	34.037	87.802	0	31.589	101.401	51.575	0	2512.852	0	0	311.08	0	28.851	0	18.549	0	0	0	203.182	0	38.771	0	4.164	0	449.265	0	0	182.714	43.742	41.642	0
K03499|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.309	0	0	8.581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03499|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	11.333	0	28.445	0	82.764	0	73.607	22.672	172.115	0	13.556	80.05	56.935	0	304.168	0	0	200.636	0	5.804	0	129.92	0	44.267	0	555.108	0	49.966	0	33.496	0	37.729	0	0	256.513	3.872	48.243	0
K03499|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	37.986	0	36.398	0	1.916	0	19.153	0	0	1.916	53.28	0	61.292	0	0	259.923	0	3.831	0	61.292	0	0	0	97.597	0	26.575	0	11.241	0	0	0	0	30.334	7.659	17.23	0
K03499|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	19.367	0	0	0	9.112	0	0	3.738	15.406	0	131.849	0	0	42.53	0	0	0	9.999	0	0	0	6.869	0	20.503	0	0	0	0	0	0	0	0	0	0
K03499|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	5.197	0	0	0	0	0	0	0	0	2.499	4.437	0	40.765	0	0	38.369	0	0	0	0	0	0	0	8.603	0	0	0	0	0	0	0	0	129.109	6.666	0	0
K03499|g__Veillonella.s__Veillonella_parvula	0	0	0	0	15.087	0	11.753	0	0.84	0	0	0	3.359	5.037	2.519	0	11.755	0	0	13.372	0	5.036	0	1.679	0	0	0	14.269	0	6.716	0	0	0	0	0	0	76.907	0.839	1.679	0
K03499|unclassified	0	0	0	0	409.079	0	59.321	0	269.997	13.619	37.218	0	9.812	32.073	17.744	0	182.668	0	0	180.844	0	6.976	0	0	0	75.164	0	166.722	0	71.282	0	18.579	0	161.828	0	0	555.275	28.983	44.996	0
K03500	5.543	0	33.29	0	312.731	0	184.551	0	258.193	26.417	473.368	0	29.625	193.796	173.672	0	1734.221	0	0	769.728	0	53.091	0	136.657	0	136.13	0	1149.583	0	268.437	0	33.467	0	399.351	0	0	720.743	42.064	120.04	0
K03500|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	1.539	0	0.805	0	3.978	0	0	0	0	0	0.805	0	1.61	0	0	1.61	0	0.749	0	0	0	0	0	4.772	0	0	0	0	0	0	0	0	26.347	0	0	0
K03500|g__Haemophilus.s__Haemophilus_parainfluenzae	0.775	0	0	0	5.051	0	17.622	0	53.767	0.841	104.064	0	5.892	69.497	10.102	0	147.818	0	0	15.993	0	0.842	0	0	0	0	0	47.033	0	78.015	0	0	0	17.493	0	0	34.213	3.367	0	0
K03500|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	20.082	0	0	0	9.014	0	0	1.312	4.619	0	59.981	0	0	38.107	0	19.767	0	25.82	0	0	0	2.681	0	16.088	0	0	0	0	0	0	0.628	3.138	0	0
K03500|g__Rothia.s__Rothia_mucilaginosa	0.533	0	0	0	18.892	0	11.879	0	2.702	0	82.13	0	3.226	27.626	57.797	0	89.915	0	0	360.17	0	2.115	0	19.372	0	51.64	0	146.203	0	43.342	0	0	0	1.551	0	0	46.94	4.834	2.096	0
K03500|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	1.705	0	0	0	0	0	0	0.853	11.082	0	43.411	0	0	4.262	0	0	0	0	0	0	0	6.82	0	9.357	0	0	0	0	0	0	0	0	0	0
K03500|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	2.577	0	0	0	1.718	0	0	0	1.718	0	13.739	0	0	12.884	0	0	0	0	0	0	0	5.155	0	0	0	0	0	0	0	0	1.717	0	0	0
K03500|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	2.577	0	22.333	0	35.989	0	43.694	0	47.128	5.155	35.124	0	17.161	27.256	26.56	0	824.478	0	0	82.122	0	12.867	0	4.29	0	0	0	79.692	0	5.152	0	2.575	0	211.778	0	0	29.02	19.739	16.966	0
K03500|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03500|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	5.154	0	36.888	0	43.72	0	65.18	17.106	151.062	0	0.859	32.39	55.617	0	213.722	0	0	163.836	0	5.143	0	63.441	0	70.834	0	371.686	0	33.432	0	16.293	0	7.63	0	0	242.597	6.012	19.645	0
K03500|g__Veillonella.s__Veillonella_dispar	1.658	0	5.803	0	90.259	0	5.765	0	18.946	3.315	43.86	0	2.488	4.957	1.658	0	58.792	0	0	28.965	0	11.609	0	0	0	0.829	0	342.819	0	14.925	0	0	0	14.09	0	0	74.36	0.829	4.957	0
K03500|g__Veillonella.s__Veillonella_parvula	0	0	0	0	17.409	0	19.88	0	0	0	1.549	0	0	4.12	0	0	5.804	0	0	8.29	0	0	0	19.07	0	0	0	11.466	0	4.974	0	0	0	4.145	0	0	87.481	4.145	9.852	0
K03500|unclassified	0	0	0	0	106.704	0	16.823	0	66.491	0	44.846	0	0	25.784	3.715	0	263.841	0	0	53.487	0	0	0	4.663	0	12.828	0	131.258	0	63.152	0	14.599	0	142.665	0	0	177.44	0	66.523	0
K03501	12.457	0	63.357	0	1169.953	0	338.813	0	322.367	8.837	553.23	0	30.052	202.395	301.146	0	1679.162	0	0	1427.837	0	73.728	0	192.437	0	98.636	0	1261.628	0	287.882	0	38.774	0	458.756	0	0	1514.132	64.179	179.144	0
K03501|g__Atopobium.s__Atopobium_parvulum	4.921	0	0	0	22.638	0	0	0	9.85	0	11.494	0	0	3.279	0	0	9.852	0	0	22.802	0	8.205	0	0	0	8.123	0	22.97	0	3.284	0	1.634	0	9.44	0	0	158.538	1.642	1.637	0
K03501|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	45.552	0	0	0	4.796	0	6.811	0	0	0	0	0	0	0	0	4.796	0	0	0	0	0	4.79	0	19.185	0	7.183	0	0	0	11.979	0	0	18.968	0	0	0
K03501|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	14.893	0	2.165	0	58.22	0	105.766	0	8.658	77.412	2.165	0	148.849	0	0	23.795	0	4.329	0	0	0	0	0	49.538	0	53.802	0	0	0	10.818	0	0	38.548	0	0	0
K03501|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	9.517	0	0	0	0	0	0	0	0	0	0	0	34.232	0	0	0	0	22.718	0	0	0	0	0	0	0	0	0	7.601	0	0	0	0	0	0	5.576	0	0	0
K03501|g__Prevotella.s__Prevotella_melaninogenica	4.219	0	12.649	0	557.387	0	82.125	0	8.434	1.802	14.755	0	3.864	16.674	14.763	0	31.632	0	0	37.952	0	0	0	0	0	0	0	122.095	0	16.873	0	0	0	102.964	0	0	456.52	6.325	0	0
K03501|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	2.066	0	45.286	0	0	0	24.84	0	0	4.005	4.137	0	105.513	0	0	49.354	0	8.273	0	70.346	0	0	0	4.141	0	32.495	0	0	0	0	0	0	0	0	2.066	0
K03501|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	6.085	0	46.711	0	4.061	0	218.701	0	1.927	30.132	107.637	0	151.88	0	0	431.588	0	4.065	0	36.561	0	3.587	0	237.224	0	82.869	0	0	0	0	0	0	96.602	2.033	0	0
K03501|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	3.546	0	15.954	0	5.319	0	0	0	0	7.086	0	0	0	0	0	5.291	0	0	0	0	0	0	0	3.546	0	0	0	0	0	0	0	0	26.312	0	0	0
K03501|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	5.073	0	0	0	0	0	0	0	0	0	8.46	0	0	6.762	0	0	0	0	0	0	0	0	0	3.381	0	0	0	0	0	0	0	0	0	0
K03501|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.543	0	1.773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03501|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	35.373	0	15.81	0	26.445	0	19.491	0	28.726	0	5.319	21.76	12.339	0	842.852	0	0	51.004	0	5.319	0	3.549	0	0	0	66.365	0	15.593	0	0	0	159.032	0	0	100.64	27.285	6.812	0
K03501|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	31.905	0	23.037	0	1.773	0	49.627	0	3.546	0	72.17	0	46.087	0	0	431.554	0	3.537	0	68.376	0	3.546	0	90.203	0	6.986	0	14.091	0	0	0	0	40.148	7.083	40.234	0
